ts,resume_id,jd_hash,kw_raw,skill_raw,ngram_raw,cosine_blended,whole_doc_cos_raw,exp_cos_raw,final_score,jd_excerpt_60
2026-05-17T09:24:39.687614+00:00,,f4b0dd544f11bfa8,0.0,0.4091,0.0,1.0,1.0,0.0,49,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:24:48.315210+00:00,,d2fa341f65ed0219,0.0588,0.0,1.0,1.0,1.0,0.0,52,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:24:48.348811+00:00,,d2fa341f65ed0219,0.0,0.2,1.0,1.0,1.0,0.0,52,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:24:57.119441+00:00,,98898065c2a1dd7b,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:24:57.159534+00:00,,98898065c2a1dd7b,0.0,0.2,0.0,1.0,1.0,0.0,45,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:25:03.360526+00:00,8f01e655-adb2-44e6-9b4b-88168c6ed37e,da0dde82ea9194c3,0.08,0.75,1.0,1.0,1.0,1.0,68,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:25:05.303191+00:00,,da0dde82ea9194c3,0.0,0.0,1.0,1.0,1.0,0.0,46,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:25:05.314722+00:00,,da0dde82ea9194c3,0.04,0.0,1.0,1.0,1.0,0.0,48,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:25:05.329222+00:00,,da0dde82ea9194c3,0.08,0.0,1.0,1.0,1.0,0.0,49,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:25:05.342367+00:00,,da0dde82ea9194c3,0.0,0.25,1.0,1.0,1.0,0.0,50,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:25:14.136496+00:00,,fbb8d6874a197ee4,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:25:14.147792+00:00,,fbb8d6874a197ee4,0.0,0.2692,0.0,1.0,1.0,0.0,47,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:25:21.584094+00:00,,93332a1bf429ae28,0.05,0.0,0.0,1.0,1.0,0.0,42,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:25:21.619921+00:00,,93332a1bf429ae28,0.0,0.4286,0.0,1.0,1.0,0.0,49,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:25:30.703689+00:00,,27f0f933705c8220,0.0,0.0,0.0,1.0,1.0,0.0,36,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:25:30.740149+00:00,,27f0f933705c8220,0.0,0.3125,0.0,1.0,1.0,0.0,44,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:25:39.758453+00:00,,03032fcbfa879876,0.0588,0.0,0.0,1.0,1.0,0.0,42,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:25:39.782402+00:00,,03032fcbfa879876,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:25:39.794447+00:00,,03032fcbfa879876,0.0,0.3571,0.0,1.0,1.0,0.0,47,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:25:57.867336+00:00,,b41af77d86b58c91,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:25:57.904771+00:00,,b41af77d86b58c91,0.0,0.2273,0.0,1.0,1.0,0.0,45,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:26:10.491900+00:00,,cee8ff7a4b5f3e8c,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:26:10.529517+00:00,,cee8ff7a4b5f3e8c,0.0,0.3125,0.0,1.0,1.0,0.0,46,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:26:21.268842+00:00,,a0df1ac6af5aa940,0.0476,0.0,0.0,1.0,1.0,0.0,41,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:26:21.282199+00:00,,a0df1ac6af5aa940,0.0,0.3667,0.0,1.0,1.0,0.0,47,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:26:30.265353+00:00,,c489d46a470d66b8,0.0714,0.0,0.0,1.0,1.0,0.0,42,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:26:30.277268+00:00,,c489d46a470d66b8,0.0357,0.2727,0.0,1.0,1.0,0.0,46,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:26:40.420868+00:00,,f4b0dd544f11bfa8,0.0556,0.0,0.1667,1.0,1.0,0.0,43,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:26:40.435192+00:00,,f4b0dd544f11bfa8,0.0,0.5909,0.0,1.0,1.0,0.0,52,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:26:51.355751+00:00,,d2fa341f65ed0219,0.0,0.2,1.0,1.0,1.0,0.0,52,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:27:14.646970+00:00,,98898065c2a1dd7b,0.0,0.2,0.0,1.0,1.0,0.0,45,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:27:23.670883+00:00,,fbb8d6874a197ee4,0.0,0.3462,0.0,1.0,1.0,0.0,48,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:27:32.519359+00:00,,93332a1bf429ae28,0.0,0.5357,0.0,1.0,1.0,0.0,50,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:27:52.933186+00:00,,27f0f933705c8220,0.04,0.0,0.0,1.0,1.0,0.0,38,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:27:52.949515+00:00,,27f0f933705c8220,0.0,0.375,0.0,1.0,1.0,0.0,45,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:28:14.466055+00:00,,b41af77d86b58c91,0.05,0.0,0.2,1.0,1.0,0.0,44,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:28:14.480593+00:00,,b41af77d86b58c91,0.0,0.3636,0.0,1.0,1.0,0.0,48,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:28:24.649683+00:00,,cee8ff7a4b5f3e8c,0.0,0.375,0.0,1.0,1.0,0.0,46,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:28:32.533477+00:00,,a0df1ac6af5aa940,0.0476,0.0,0.0,1.0,1.0,0.0,41,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:28:32.548862+00:00,,a0df1ac6af5aa940,0.0476,0.0,0.0,1.0,1.0,0.0,41,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:28:32.568435+00:00,,a0df1ac6af5aa940,0.0952,0.0,0.25,1.0,1.0,0.0,45,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:28:40.141227+00:00,,c489d46a470d66b8,0.0714,0.0,0.0,1.0,1.0,0.0,42,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:28:47.798620+00:00,,f4b0dd544f11bfa8,0.0556,0.0,0.0,1.0,1.0,0.0,42,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:28:47.812488+00:00,,f4b0dd544f11bfa8,0.0556,0.0,0.0,1.0,1.0,0.0,42,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:28:56.548049+00:00,,d2fa341f65ed0219,0.0588,0.0,1.0,1.0,1.0,0.0,52,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:29:07.773894+00:00,,98898065c2a1dd7b,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:29:27.975771+00:00,,da0dde82ea9194c3,0.04,0.0,1.0,1.0,1.0,0.0,48,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:29:27.988286+00:00,,da0dde82ea9194c3,0.04,0.0,1.0,1.0,1.0,0.0,48,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:29:36.991712+00:00,,fbb8d6874a197ee4,0.0833,0.0,0.0,1.0,1.0,0.0,42,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:29:37.003939+00:00,,fbb8d6874a197ee4,0.0,0.2308,0.0,1.0,1.0,0.0,45,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:30:08.760207+00:00,,27f0f933705c8220,0.08,0.0,0.0,1.0,1.0,0.0,39,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:30:08.778874+00:00,,27f0f933705c8220,0.04,0.0,0.0,1.0,1.0,0.0,38,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:30:16.247073+00:00,,03032fcbfa879876,0.0294,0.0,0.0,1.0,1.0,0.0,41,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:30:26.077707+00:00,,b41af77d86b58c91,0.05,0.0,0.0,1.0,1.0,0.0,42,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:30:40.685858+00:00,,cee8ff7a4b5f3e8c,0.0714,0.0,0.0,1.0,1.0,0.0,42,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:30:40.696634+00:00,,cee8ff7a4b5f3e8c,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:31:01.958179+00:00,,a0df1ac6af5aa940,0.0476,0.0,0.0,1.0,1.0,0.0,41,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:31:01.974331+00:00,,a0df1ac6af5aa940,0.0,0.5333,0.0,1.0,1.0,0.0,51,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:31:16.472248+00:00,,c489d46a470d66b8,0.0714,0.4545,0.0,1.0,1.0,0.0,52,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:31:26.809935+00:00,,f4b0dd544f11bfa8,0.0,0.3182,0.0,1.0,1.0,0.0,46,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:31:38.851618+00:00,,d2fa341f65ed0219,0.0588,0.0,1.0,1.0,1.0,0.0,52,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:31:38.872973+00:00,,d2fa341f65ed0219,0.0,0.6,1.0,1.0,1.0,0.0,65,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:31:50.561978+00:00,,98898065c2a1dd7b,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:31:50.583109+00:00,,98898065c2a1dd7b,0.0,0.3667,0.0,1.0,1.0,0.0,48,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:32:04.133204+00:00,408202a3-0490-490c-ace9-952a2db4b190,da0dde82ea9194c3,0.0,0.75,1.0,1.0,1.0,1.0,66,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:32:06.582542+00:00,,da0dde82ea9194c3,0.0,0.0,1.0,1.0,1.0,0.0,46,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:32:15.775868+00:00,,fbb8d6874a197ee4,0.0833,0.0,0.0,1.0,1.0,0.0,42,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:32:15.792045+00:00,,fbb8d6874a197ee4,0.0,0.6154,0.0,1.0,1.0,0.0,55,Job Title: Junior Frontend Developer  We are a fast-growing 
2026-05-17T09:32:26.252365+00:00,,93332a1bf429ae28,0.05,0.0,0.0,1.0,1.0,0.0,42,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:32:26.265205+00:00,,93332a1bf429ae28,0.0,0.5714,0.0,1.0,1.0,0.0,52,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:32:40.739556+00:00,,27f0f933705c8220,0.0,0.0,0.0,1.0,1.0,0.0,36,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:32:40.753133+00:00,,27f0f933705c8220,0.0,0.4375,0.0,1.0,1.0,0.0,48,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:32:57.044842+00:00,,03032fcbfa879876,0.0294,0.0,0.0,1.0,1.0,0.0,41,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:32:57.057133+00:00,,03032fcbfa879876,0.0588,0.0,0.0,1.0,1.0,0.0,42,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:32:57.069402+00:00,,03032fcbfa879876,0.0,0.6429,0.0,1.0,1.0,0.0,56,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:33:04.841078+00:00,408202a3-0490-490c-ace9-952a2db4b190,b41af77d86b58c91,0.05,0.4091,0.2,1.0,1.0,1.0,52,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:33:07.199185+00:00,,b41af77d86b58c91,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:33:07.222438+00:00,,b41af77d86b58c91,0.0,0.0,0.0,1.0,1.0,0.0,40,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:33:07.244581+00:00,,b41af77d86b58c91,0.0,0.3182,0.0,1.0,1.0,0.0,47,Job Title: Machine Learning Engineer  We are an autonomous v
2026-05-17T09:33:17.135246+00:00,408202a3-0490-490c-ace9-952a2db4b190,cee8ff7a4b5f3e8c,0.0714,0.8125,0.0,1.0,1.0,1.0,60,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:33:19.457845+00:00,,cee8ff7a4b5f3e8c,0.0714,0.0,0.0,1.0,1.0,0.0,42,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:33:19.469058+00:00,,cee8ff7a4b5f3e8c,0.0714,0.0,0.0,1.0,1.0,0.0,42,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:33:19.480710+00:00,,cee8ff7a4b5f3e8c,0.0,0.6875,0.0,1.0,1.0,0.0,56,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:32:06.597812+00:00,,da0dde82ea9194c3,0.0,0.0,1.0,0.9945,0.9945,0.0,46,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:25:30.728050+00:00,,27f0f933705c8220,0.04,0.0,0.0,0.9873,0.9873,0.0,37,"Job Title: AI Engineer, LLMs  We are a Series B enterprise s"
2026-05-17T09:28:03.836700+00:00,,03032fcbfa879876,0.0294,0.0,0.0,0.9832,0.9832,0.0,40,Job Title: Growth Marketing Manager  We are a rapidly expand
